cod_dane,elev_media,elev_min,pendiente_media,pendiente_min,pct_plano,flujo_acum_media,flujo_acum_max,agua_ocurrencia,twi_medio
05490,66.98692437004976,-6,6.749371056679255,0.0,0.16427222692978427,95.61210104855195,6743,0.9189067253512938,4.082455725843359
05659,57.84004706812233,-2,5.996891634659833,0.0,0.17948334392665474,171.9322479772491,6928,0.0684308294570461,4.183189309172315
05051,93.50066244519398,0,7.10556324154673,0.0,0.14470087428583112,77.39672728252471,5599,0.06287411039079456,3.996283972071951
81591,130.24517775207605,102,2.663437903282182,0.0,0.3578536946413871,410.40540711230545,29226,0.2039195964700902,5.045816983186688
81220,101.94270119310357,72,2.047102084600117,0.0,0.5170906021198517,1655.1045519903932,475694,0.5316013576647601,5.304696729383191
81794,957.41020841243,136,11.504718574994522,0.0,0.18573501511083815,142.78611497772738,23159,0.10776406680892608,3.972589648995338
81300,1084.056629347908,164,14.163118613833317,0.0,0.16894557000122037,66.03733235810145,3758,0.0867233798889445,3.7457181127869035
81065,152.96834307933167,111,2.8730242935009773,0.0,0.340225444725768,326.8593010486361,51180,0.06047706980195854,4.933997660268935
81736,350.6157095070029,167,6.675507388542567,0.0,0.23449937578616667,401.33440927602,37703,0.1611394730124668,4.5009888987985125
81001,116.48566085925255,84,2.0926593128166013,0.0,0.49618210321190337,220.07121236956576,60980,0.036684802987246634,5.210378455186261
08770,6.826433614605856,-1,1.8685210551038738,0.0,0.5754615532209477,108701.77839969109,1212692,7.318634679152477,6.596650716787069
08675,5.9757722882324265,-4,1.883016162816762,0.0,0.5543323531510539,138.90306740394317,1874,0.3443474607180091,5.52754105472655
08137,6.226679474499791,-5,1.8613798725440622,0.0,0.5672802789987117,69435.76320371678,1214263,4.467647444647898,6.045451754094805
08436,33.33084623429655,-9,3.360292707645461,0.0,0.387664510413133,13.871699743187362,603,2.1026051846571123,4.7269416553432295
08141,27.578808900395835,-7,2.275045322376193,0.0,0.4742617144072401,23.054563304074367,437,0.022346780088880903,5.140182087892284
08606,85.43149553569215,-3,5.618055805419243,0.0,0.44412980639351757,104.13038094049253,4283,22.00841965439896,5.383292246812617
08421,73.45626560972285,-14,7.051092572401291,0.0,0.2800161862514186,35.79935919123106,1539,2.711757380546963,4.402701934123101
08638,71.1912593943679,-2,3.2337397726038954,0.0,0.3437245728938346,30.99809914417039,1544,4.746939673992335,4.935006586047109
08560,23.806116294903745,-22,1.8237690691792598,0.0,0.5775827340263212,30793.214588997467,1217609,3.301599330891526,5.8294935749331795
08520,19.40468208877387,-1,1.886842445475448,0.0,0.5617393667184067,4890.801468156698,1218649,3.843925799721094,5.6270706496151925
08685,31.374012996899236,0,2.381584728277127,0.0,0.4354057540640197,48.74604468430315,1175,1.1120992409841977,5.358864264437996
08849,112.16078339480825,39,5.306184933763465,0.0,0.17161775370436463,12.102636370953977,531,0.004938320715280805,4.103080697789686
08558,78.1399558487166,32,2.241530539819281,0.0,0.4517182383337765,17.58195002837641,449,8.467566071981721E-4,5.037123414721895
08549,86.77316184724694,-11,6.055826056639647,0.0,0.2676191092533616,24.26639780354544,2375,3.47403101507151,4.404005949854194
08634,16.654823320948946,-4,1.8164783428949964,0.0,0.5820281420315683,1046.2716940462894,650,5.539811742255733,5.682049841240982
08078,131.4369596636176,61,3.6993189985197277,0.0,0.274521903354074,11.661068192952118,374,8.950127373866793E-4,4.459459872230309
08372,72.50851318515947,-1,6.210152474306887,0.0,0.17508915165790404,23.780429093839484,599,0.08778325212773944,4.150917793895947
08433,49.56831860525265,-6,2.151240829269255,0.0,0.4877909423269212,17084.311109707298,1221276,2.2709909127899506,5.484520298154377
08758,29.19111230740106,-5,2.0851645515685004,0.0,0.5133636718034109,35677.304044978606,1222611,5.27475604629442,5.660883074035403
08296,86.59341383676012,33,3.6318140824470087,0.0,0.2774883137842936,21.04879457178569,316,0.03082222454885597,4.62589222866793
08832,100.02840274077661,-6,6.917530997652571,0.0,0.12792324432785218,10.46060006600349,204,1.0986535382627196,3.8296247878072407
08573,42.847554137285314,-16,5.057694212342832,0.0,0.2274282362016723,42.11421568490502,1206,2.496111058311314,4.289270612535614
08001,36.75783914661206,-7,2.724552039112976,0.0,0.4185005446072491,17426.005714667703,1223209,8.355863251798723,5.399108722638419
13160,258.99015235959604,22,11.40554957469379,0.0,0.08220723789339437,4065.000030752139,554053,0.960291929241831,3.6793120013858784
13670,447.94488378308495,28,12.687609183839404,0.0,0.07386594099392599,3169.5781057598642,555714,0.9994128362093662,3.504262787266766
13688,962.8114505810655,80,16.990353235828955,0.0,0.011641595766956624,41.47461496009826,3756,8.039099469584199E-4,2.881944422709472
13744,236.7650530548399,9,9.993805974471554,0.0,0.1584096404877941,3138.347948479378,572617,3.651054471069015,4.0939611260074305
13655,44.22419567248047,-25,5.906965260803083,0.0,0.24185872191005822,10182.82579646482,277648,4.251310292189377,4.860552798682857
13458,509.7226517408406,-20,18.245334867429108,0.0,0.03491421422861394,60.774823202030724,7193,1.2200162396072833,2.935730875772053
13473,463.17690971288204,4,11.56452703165719,0.0,0.19051961096488232,4111.611836002684,617861,1.5930811879468592,3.9732731482919497
13042,563.4467635388945,23,16.252496616719757,0.0,0.08233010020812348,89.9862613690387,12342,0.5904709709207172,3.2421411451714324
13490,265.6700062525088,32,13.636633224971783,0.0,0.0746443843898675,65.2285607771528,2905,5.99450395108685E-4,3.3733221746289908
13810,163.5171147559526,-12,11.879934414789235,0.0,0.1318084404730051,72.59351329378303,4496,0.89615838535646,3.6895741325783953
13600,201.24600946522213,17,9.11335570063998,0.0,0.25318040949850923,2340.0631482450212,621661,2.154166280840705,4.31955104932385
13580,33.74231429972689,8,2.8010840071715264,0.0,0.39010319591572773,12463.637599831214,650903,1.9085468736844537,5.189054560097453
13030,55.651546518648395,-16,5.5961984945209045,0.0,0.38808569167778695,7222.661948919882,761930,3.6505574816904356,4.899147427014174
13006,27.196691053875792,-19,3.7713831204930717,0.0,0.33397865941998955,5179.195902488836,281593,7.99605748663264,5.080871600582151
13074,74.80236044841364,-14,5.271868836101078,0.0,0.43378364361960253,21514.853310064627,762835,10.579415232855267,5.371425414700424
13667,109.56533217800266,10,8.129740759837532,0.0,0.2189683754562221,2522.3178122864083,759758,1.9823967539768597,4.257820121864583
13268,30.703473157011068,-22,2.8409278777003757,0.0,0.4462263058783627,12446.83946417641,757258,6.137128185121429,5.341475931901696
13300,24.294804357540375,-17,2.3198068884742225,0.0,0.5009737031559631,22201.670021138398,760238,8.094432873830971,5.769382975359243
13549,15.830801299825925,-34,2.058902600494746,0.0,0.5755460230874597,16714.718895934882,1055863,22.044077718891483,6.28445452918021
13440,21.48016581232972,-10,2.218632261328401,0.0,0.49127859093016685,50.17833745314518,4636,2.4261911409686037,5.301564202001561
13650,17.759714835954995,-18,2.0641604414883066,0.0,0.5226042456331677,80.52475137765083,8279,5.7837994354296525,5.411895747295588
13468,13.04622156545004,-22,1.8920737571800448,0.0,0.5814495471962232,10144.272262973578,1138510,16.725451896057063,6.053397781226995
